author	authorLabel
http://www.wikidata.org/entity/Q172048	Terence
http://www.wikidata.org/entity/Q535060	Terentianus
http://www.wikidata.org/entity/Q174929	Tertullian
http://www.wikidata.org/entity/Q322480	Thangmar
http://www.wikidata.org/entity/Q106232581	Theobald of Gubbio
http://www.wikidata.org/entity/Q61482423	Theobaldus Episcopus
http://www.wikidata.org/entity/Q314981	Theodore Beza
http://www.wikidata.org/entity/Q115851	Theodore Bibliander
http://www.wikidata.org/entity/Q1320120	Theodorus Priscianus
http://www.wikidata.org/entity/Q143854	Theophilus Presbyter
http://www.wikidata.org/entity/Q275425	Thietmar of Merseburg
http://www.wikidata.org/entity/Q9438	Thomas Aquinas
http://www.wikidata.org/entity/Q42544	Thomas More
http://www.wikidata.org/entity/Q21511754	Thomas de Herenthals
http://www.wikidata.org/entity/Q572799	Thomas of Cantimpré
http://www.wikidata.org/entity/Q220976	Thomas à Kempis
http://www.wikidata.org/entity/Q1116711	Tiberius Claudius Donatus
http://www.wikidata.org/entity/Q1121669	Ticonius
http://www.wikidata.org/entity/Q2436996	Tito Livio Frulovisi
http://www.wikidata.org/entity/Q559878	Titus Calpurnius Siculus
http://www.wikidata.org/entity/Q2039	Titus Livius
http://www.wikidata.org/entity/Q311733	Titus Pomponius Atticus
http://www.wikidata.org/entity/Q85512772	Tomellus Hasnoniensis
http://www.wikidata.org/entity/Q95000035	Turranius
http://www.wikidata.org/entity/Q365835	Tyrannius Rufinus
http://www.wikidata.org/entity/Q47307825	Ubertino Carrara
http://www.wikidata.org/entity/Q310076	Ulpian
http://www.wikidata.org/entity/Q705660	Ulrich of Strasburg
http://www.wikidata.org/entity/Q109240056	Vacca
http://www.wikidata.org/entity/Q66909	Valens Acidalius
http://www.wikidata.org/entity/Q1236333	Valerio of Bierzo
http://www.wikidata.org/entity/Q947576	Valerius Antias
http://www.wikidata.org/entity/Q379991	Valerius Maximus
http://www.wikidata.org/entity/Q355732	Varro Atacinus
http://www.wikidata.org/entity/Q44934	Venantius Fortunatus
http://www.wikidata.org/entity/Q102855745	Ventura da Bergamo
http://www.wikidata.org/entity/Q7921195	Verecundus of Junca
http://www.wikidata.org/entity/Q454995	Verrius Flaccus
http://www.wikidata.org/entity/Q431367	Vibius Sequester
http://www.wikidata.org/entity/Q7926487	Victor of Capua
http://www.wikidata.org/entity/Q469199	Victorinus of Pettau
http://www.wikidata.org/entity/Q746501	Vigilantius
http://www.wikidata.org/entity/Q644057	Vincent of Lérins
http://www.wikidata.org/entity/Q59529955	Vincenz Zapletal
http://www.wikidata.org/entity/Q59530163	Vincenzo Guinigi
http://www.wikidata.org/entity/Q1460007	Vindicianus
http://www.wikidata.org/entity/Q911087	Vinidarius
http://www.wikidata.org/entity/Q1398	Virgil
http://www.wikidata.org/entity/Q2527739	Virgil of Toulouse
http://www.wikidata.org/entity/Q47163	Vitruvius
http://www.wikidata.org/entity/Q4084893	Vitus Bering
http://www.wikidata.org/entity/Q959633	Volcatius Sedigitus
http://www.wikidata.org/entity/Q456569	Walafrid Strabo
http://www.wikidata.org/entity/Q65557138	Walter Bigges
http://www.wikidata.org/entity/Q431324	Walter Map
http://www.wikidata.org/entity/Q5198	Walter of Châtillon
http://www.wikidata.org/entity/Q7966529	Walter of Compiègne
http://www.wikidata.org/entity/Q583077	Walter of Mortagne
http://www.wikidata.org/entity/Q11221177	Walter of Sens
http://www.wikidata.org/entity/Q1835050	Walter the Chancellor
http://www.wikidata.org/entity/Q7990181	Wettinus of Reichenau
http://www.wikidata.org/entity/Q312386	Widukind of Corvey
http://www.wikidata.org/entity/Q3567996	Wigbod
http://www.wikidata.org/entity/Q8018648	William Robert Spencer
http://www.wikidata.org/entity/Q168443	William of Apulia
http://www.wikidata.org/entity/Q17016698	William of Canterbury
http://www.wikidata.org/entity/Q615260	William of Conches
http://www.wikidata.org/entity/Q95729	William of Hirsau
http://www.wikidata.org/entity/Q722296	William of Jumièges
http://www.wikidata.org/entity/Q345524	William of Malmesbury
http://www.wikidata.org/entity/Q538267	William of Moerbeke
http://www.wikidata.org/entity/Q43936	William of Ockham
http://www.wikidata.org/entity/Q1394175	William of Poitiers
http://www.wikidata.org/entity/Q88014520	William of Saint-Denis
http://www.wikidata.org/entity/Q311822	William of Tyre
http://www.wikidata.org/entity/Q9374974	Wincenty Buczyński
http://www.wikidata.org/entity/Q8039193	Wulfstan the Cantor
http://www.wikidata.org/entity/Q139475	Zacharias Chrysopolitanus
http://www.wikidata.org/entity/Q189776	Zeno of Verona
http://www.wikidata.org/entity/Q3893707	Álvaro of Córdoba
http://www.wikidata.org/entity/Q1248100	Étienne Dolet
http://www.wikidata.org/entity/Q345639	Łukasz Opaliński
